0,1,2,3,4,5,6,7,8,9,10,11
211,"-LRB- Sources by Citigroup ; Telerate ; Bond Buyer , British Bankers ' Assoc. ; Bloomberg Financial Mkts ; \* NASD-Bloomberg Bond indices -RRB-",no_relation,British Bankers ' Assoc.,Bloomberg Financial Mkts,ORG,ORG,211-1,211-2, ; ,2,"[14, 1, 18]"
212,ON POLITICS Iver Peterson reports from New Jersey for The New York Times .,no_relation,Iver Peterson,New Jersey,PER,LOC,212-1,212-2, reports from ,3,"[3, 4, 5, 7]"
213,"Mr. Lazio will be the guest at several fund-raisers in private homes whose sponsors include Representative Rob Portman , an Ohio Republican who is a friend of Mr. Lazio 's , and Senator Spence Abraham , a Michigan Republican seeking re-election and one of the sponsors of the Dearborn event .",no_relation,Rob Portman,Mr. Lazio,PER,PER,213-1,213-2,,6,"[19, 16, 10, 6, 5, 3, 1]"
214,"Some of the uses of the power have been extremely controversial , such as President Washington 's pardons of leaders of the Whiskey Rebellion , President Harding 's commutation of the sentence of Eugene Debs , President Nixon 's commutation of the sentence of James Hoffa , President Ford 's pardon of former President Nixon , President Carter 's pardon of Vietnam War draft resisters , and President Bush 's 1992 pardon of six Iran-contra defendants , including former Defense Secretary Weinberger , which assured the end of that investigation .",no_relation,Eugene Debs,James Hoffa,PER,PER,214-1,214-2," , President Nixon 's commutation of the sentence of ",5,"[34, 39, 40, 42, 43, 45]"
215,"Miller Meester was selected after a review , managed by Advice and Advisors in New York , that included two advertising agencies in Minneapolis and three in Chicago .",managed,Advice and Advisors,New York,ORG,PER,215-1,215-2, in ,3,"[12, 10, 13, 15]"
216,"Mr. Page , an art director who has also worked at agencies like Ammirati & Puris ; Carmichael Lynch ; Goodby , Berlin & Silverstein ; M&C Saatchi ; and Ogilvy & Mather , is unexpectedly losing his job after only 18 months .",no_relation,Goodby,M&C Saatchi,ORG,ORG,216-1,216-2," , Berlin & Silverstein ; ",3,"[20, 18, 13, 27]"
217,"CBA -- Suspended Kelvin Upshaw , Fort Wayne guard , and Kenny Drummond , Quad City guard , for one game and fined them an undisclosed amount for their roles in an altercation during a game on Jan. 18 .",no_relation,Fort Wayne,Quad City,LOC,MISC,217-1,217-2," guard , and Kenny Drummond , ",5,"[7, 8, 4, 12, 16, 15]"
218,"Mass of Christian Burial on Saturday , 9:30 AM at the Oratory Church of St. Boniface , 109 Willoughby Street , Brooklyn , NY .",no_relation,Oratory Church of St. Boniface,"Brooklyn , NY",ORG,LOC,218-1,218-2," , 109 Willoughby Street , ",6,"[15, 13, 12, 9, 8, 0, 23]"
219,That is a message that Ahlerich will deliver to the N.F.L. owners on Tuesday in Houston at their spring meeting .,no_relation,Ahlerich,Houston,PER,LOC,219-1,219-2, will deliver to the N.F.L. owners on Tuesday in ,3,"[5, 7, 14, 15]"
220,"CACI INTERNATIONAL INC. , Arlington , Va. , said merger talks with Comarco Inc. of Anaheim , Calif. , had ended for the second time this year .",no_relation,Comarco Inc.,"Anaheim , Calif.",ORG,LOC,220-1,220-2, of ,3,"[14, 15, 16, 18]"
221,"LEAD : IN the it-was-only-a-matter-of-time department : this Christmas , Saks Fifth Avenue is selling a glass Christmas ornament by the architect Richard Meier .",selling glass ornament,Saks Fifth Avenue,Richard Meier,ORG,PER,221-1,221-2, is selling a glass Christmas ornament by the architect ,4,"[24, 26, 31, 33, 35]"
222,Tampa Bay lost by 2-1 in Los Angeles on Saturday night in a game in which Valderrama missed a penalty kick .,no_relation,Tampa Bay,Los Angeles,LOC,LOC,222-1,222-2, lost by 2-1 in ,3,"[1, 2, 7, 9]"
223,"Donations made to Mike Hurewitz Scholarship Fund for Journalism Students , C\/O Tom Maginn , Resident Controller , Times Union , Box 15000 , Albany , New York 12210 .",no_relation,Tom Maginn,Times Union,PER,MISC,223-1,223-2," , Resident Controller , ",2,"[13, 16, 19]"
224,"Ms. Stapleford said she took the information and relayed it to Mr. Pfenning and the head of the International Skating Union , the sport 's governing body .",no_relation,Mr. Pfenning,International Skating Union,PER,ORG,224-1,224-2, and the head of the ,3,"[12, 15, 16, 20]"
225,"He said he would take responsibility for a full cease-fire if the Israelis stopped their targeted killings , pulled their tanks and troops back to where they were on Sept. 28 and ended the blockade of the Gaza Strip and of West Bank towns .",no_relation,Gaza Strip,West Bank,LOC,LOC,225-1,225-2, and of ,4,"[40, 37, 42, 45, 44]"
226,"Brooklyn Academy of Music , Howard Gilman Opera House , 30 Lafayette Avenue , at Ashland Place , Fort Greene ; 7:30 p.m. ; $ 20 to $ 45 .",no_relation,Lafayette Avenue,Ashland Place,LOC,LOC,226-1,226-2," , at ",4,"[12, 8, 1, 14, 16]"
227,Devoted father of Martin and Florence Gumer and Errol and Jamie Gumer .,no_relation,Florence Gumer,Jamie Gumer,PER,PER,227-1,227-2, and Errol and ,2,"[6, 8, 11]"
229,"-LRB- The Moon is about 240,000 miles from Earth . -RRB-",no_relation,The Moon,Earth,LOC,LOC,229-1,229-2," is about 240,000 miles from ",3,"[2, 3, 7, 8]"
230,"Armand De Las Cuevas , a Frenchman with Castorama , is third , 8:20 behind .",no_relation,Armand De Las Cuevas,Castorama,PER,ORG,230-1,230-2," , a Frenchman with ",3,"[3, 6, 7, 8]"
231,"SHUTTERS ON THE BEACH 1 Pico Boulevard , Santa Monica , Calif. .",no_relation,BEACH,Calif.,MISC,LOC,231-1,231-2," 1 Pico Boulevard , Santa Monica , ",3,"[3, 6, 9, 11]"
232,"EchoStar , based in Englewood , Colo. , is more willing than others to pick a fight with networks like Lifetime because -- unlike Time Warner Cable , DirecTV and others -- it is not part of a big media conglomerate that also owns programming .",based,EchoStar,Colo.,ORG,LOC,232-1,232-2," , based in Englewood , ",4,"[0, 2, 3, 4, 6]"
233,"Senator Arlen Specter , the Pennsylvania Republican who wrote the House bill with Mr. Wolf , said in an interview , '' It 's not as tough as our bill , but it 's the best compromise we can work out . ''",no_relation,Pennsylvania,House,LOC,LOC,233-1,233-2, Republican who wrote the ,4,"[5, 6, 8, 11, 10]"
234,"In cross-examination , Mr. Lopez 's attorney , Yolanda Barrera , suggested that Mr. Lopez made up everything he told the agent .",attorney,Mr. Lopez,Yolanda Barrera,PER,PER,234-1,234-2," 's attorney , ",2,"[6, 8, 11]"
235,"He zeroed in on Stravinsky , including first American performances of '' The Rite of Spring , '' '' Song of the Nightingale , '' '' Les Noces , '' '' Mavra '' and the '' Symphonies of Wind Instruments . ''",including first performances,Stravinsky,American,PER,LOC,235-1,235-2," , including first ",3,"[4, 6, 9, 8]"
236,"WITH : Anthony Rapp -LRB- David -RRB- , Camryn Manheim -LRB- Gwen -RRB- , Julie Halston -LRB- Julie -RRB- , Joseph Fuqua -LRB- Walter -RRB- , David Courier -LRB- Michael -RRB- , Michael Rupert -LRB- Beau -RRB- , Stephen Spinella -LRB- Hummus Guy -RRB- , John Cameron Mitchell -LRB- Man With Fruit -RRB- , David Drake -LRB- Mark -RRB- , LaChanze -LRB- God Truth -RRB- and Kathleen Chalfant -LRB- Grandmother -RRB- .",no_relation,Michael Rupert,Stephen Spinella,PER,PER,236-1,236-2," -LRB- Beau -RRB- , ",3,"[33, 35, 3, 39]"
237,"Los Angeles Rams Nolan Cromwell , db ; Jim Collins , lb ; Steve Dils , qb ; Mike Guman , rb ; Dale Hatcher , p ; Shawn Miller , dl ; Greg Meisner , dl ; Charles White , rb ; Alvin Wright , nt .",no_relation,Mike Guman,Dale Hatcher,PER,PER,237-1,237-2," , rb ; ",1,"[19, 24]"
238,"One Germany , United by Dreams of Cars and Color TV 's",no_relation,Germany,United by Dreams of Cars,LOC,ORG,238-1,238-2," , ",5,"[1, 3, 4, 5, 6, 7]"
239,"LEAD : At Christ the King Roman Catholic Church in New Vernon , N.J. , Mary Clare Gibbons , a daughter of Mr. and Mrs. James T. Gibbons of Morristown , N.J. , was married yesterday to John Feinstein , a son of Mr. and Mrs. Martin Feinstein of McLean , Va.",no_relation,Morristown,John Feinstein,LOC,PER,239-1,239-2," , N.J. , was married yesterday to ",12,"[29, 28, 27, 21, 20, 17, 11, 9, 8, 33, 34, 36, 38]"
240,"LEAD : WITH President Bush still promising not to raise taxes and to cut the deficit at the same time , members of Congress are eager to see what he will say about Pentagon spending when he appears on Capitol Hill Thursday evening to discuss the budget for 1990 .",no_relation,Congress,Pentagon,MISC,ORG,240-1,240-2, are eager to see what he will say about ,9,"[23, 22, 21, 24, 25, 27, 31, 32, 34, 33]"
241,"IN May 1992 , the United States Military Academy Band came from West Point to inaugurate the Pulvermann Foundation 's twice-a-year free concert series in Rye .",no_relation,United States,Military Academy Band,LOC,ORG,241-1,241-2, ,2,"[6, 8, 9]"
242,"That is , he is Antonello Palombi , the Italian tenor who found himself on the stage of Teatro Alla Scala in Milan in his civvies during a lavish production of Verdi 's '' Aida . ''",no_relation,Verdi,Aida,PER,MISC,242-1,242-2, 's '' ,1,"[31, 34]"
243,"The Orchestre National de France , conducted by Charles Dutoit and with the duo-pianists Valentina Lisitsa and Alexei Keznetsoff as soloists , comes to Tilles Center Saturday under the banner of Friends of the Arts .",no_relation,Valentina Lisitsa,Alexei Keznetsoff,PER,PER,243-1,243-2, and ,1,"[17, 20]"
244,"Worldcom 's stock owners will meet in Jackson , Miss. , MCI 's in South Sioux City , Neb.",no_relation,MCI,"South Sioux City , Neb.",ORG,LOC,244-1,244-2, 's in ,4,"[11, 13, 16, 17, 18]"
245,"Temple Holdings Ltd. , jointly owned by Stena A.B. of Sweden and Tiphook P.L.C. of Britain , said Stena had offered to buy Sea Containers ' Sealink British Ferries unit for $ 430 million and 838,098 Sea Containers shares .",no_relation,Tiphook P.L.C.,Sea Containers ' Sealink British Ferries,ORG,ORG,245-1,245-2," of Britain , said Stena had offered to buy ",9,"[13, 8, 6, 5, 2, 17, 20, 22, 29, 28]"
246,"Families from New York and Colorado , for example , might swap homes for a week or two .",no_relation,New York,Colorado,PER,LOC,246-1,246-2, and ,1,"[3, 5]"
247,"The Jakarta Post , in an editorial today , suggested that Indonesians need to accept Mr. Wahid 's unceremonious style and what it called his '' talent for stepping on people 's toes . ''",no_relation,Indonesians,Mr. Wahid,LOC,PER,247-1,247-2, need to accept ,4,"[11, 12, 14, 19, 16]"
248,"As Terry , Miles Chapin does not appear to have enough balefulness and virulence to expedite insults .",appear appear,Terry,Miles Chapin,PER,PER,248-1,248-2," , ",3,"[1, 0, 7, 4]"
249,"Working as a clinical professor of psychiatry , she became the founder , in 1970 , of the Human Sexuality Program at the Payne Whitney Clinic , one of the country 's most prominent psychiatric clinics and part of the New York Hospital-Cornell Medical Center complex .",no_relation,Human Sexuality Program,Payne Whitney Clinic,ORG,LOC,249-1,249-2, at the ,2,"[20, 21, 25]"
250,"At the same time , partial deregulation of international air travel in the late 1970 's has allowed more of T.W.A. 's and Pan Am 's domestic competitors to offer direct service to foreign cities .",no_relation,T.W.A.,Pan Am,ORG,ORG,250-1,250-2, 's and ,2,"[20, 27, 24]"
251,"Kenny Barron Quintet , Weill Recital Hall -LRB- 741-3949 -RRB- .",no_relation,Kenny Barron Quintet,Weill Recital Hall,PER,ORG,251-1,251-2," , ",1,"[2, 6]"
252,"Mr. Berry , a real-estate appraiser in New York , graduated from the Buckley and Choate Schools and the University of Pennsylvania .",real-estate appraiser,Mr. Berry,New York,PER,PER,252-1,252-2," , a real-estate appraiser in ",3,"[1, 7, 8, 10]"
253,"Susan Alberta Horst , the daughter of Alice A. Horst of Windsor , Conn. , and John C. Horst of Port Jervis , N.Y. , was married yesterday to Dr. Robert Michael Morelli , the son of Dr. and Mrs. Ondino A. Morelli of Rye , N.Y.",son,Dr. Robert Michael Morelli,Mrs. Ondino A. Morelli,PER,PER,253-1,253-2," , the son of Dr. and ",4,"[32, 35, 36, 37, 42]"
254,"While Mr. Rosenberg 's Windows laptop and Microsoft 's Windows Media software were crucial in getting the station on the air , the Apple hardware and software let the D.J. 's serve up an eclectic mix of funk , rock , jazz , folk and electronic music .",no_relation,Windows laptop,Windows Media,MISC,MISC,254-1,254-2, and Microsoft 's ,3,"[5, 12, 11, 10]"
255,"In America , you had pro-slavery Southerners who said that other human beings did not have full value .",had,America,Southerners,LOC,LOC,255-1,255-2," , you had pro-slavery ",3,"[1, 0, 4, 8]"
256,"AT the end of his autobiography , '' See You at the Movies , '' Melvyn Douglas writes , '' A performer of ancient Greece , Polus of Aegina , is supposed to have brought a funeral urn containing the ashes of his son on stage to more effectively portray a scene of mourning . ''",no_relation,Polus,Aegina,PER,LOC,256-1,256-2, of ,2,"[26, 27, 28]"
257,"According to MGM\/UA , when the company received a number of offers in March , it considered only two - from Qintex and Fox .",no_relation,Qintex,Fox,ORG,ORG,257-1,257-2, and ,1,"[21, 23]"
258,"ABC has commissioned a roster of the most famous playwrights in the United States , including Neil Simon , Arthur Miller , David Mamet , Wendy Wasserstein and August Wilson , to create original plays that will draw on the theme of the coming millennium , the network announced yesterday .",no_relation,Wendy Wasserstein,Wilson,PER,PER,258-1,258-2, and August ,1,"[26, 29]"
259,"After the strange doings of Stephen Sondheim and James Lapine 's '' Passion , '' no romance could be too eccentric for the musical theater , and certainly not that in '' After the Fair , '' a chamber musical adapted from a Thomas Hardy short story about a frustrated Englishwoman who plays Cyrano de Bergerac to an illiterate serving girl and the educated man they both love .",no_relation,Stephen Sondheim,James Lapine,PER,PER,259-1,259-2, and ,2,"[6, 12, 9]"
260,Wyatt Mason received this year 's National Magazine Award for Reviews and Criticism .,received,Wyatt Mason,National Magazine Award for Reviews and Criticism,PER,ORG,260-1,260-2, received this year 's ,5,"[1, 2, 8, 9, 10, 12]"
261,Loving mother of Frederick P. Siegal and his wife Marta and Marian Krauskopf & her husband Jack .,no_relation,Marta,Marian Krauskopf,PER,PER,261-1,261-2, and ,1,"[9, 12]"
262,Beloved wife of the late David .,wife,Beloved,David,MISC,MISC,262-1,262-2, wife of the late ,3,"[0, 1, 2, 5]"
263,"The pity is that RCA presumably considers that it has done its duty to Mr. Bream , and the set is unlikely to be redone properly .",no_relation,RCA,Mr. Bream,ORG,PER,263-1,263-2, presumably considers that it has done its duty to ,4,"[4, 6, 10, 13, 15]"
265,"Daschle , S.D.",no_relation,Daschle,S.D.,PER,LOC,265-1,265-2," , ",2,"[0, 1, 2]"
266,"Trimble Re-elected in Ulster The moderate Protestant leader , David Trimble , overcame hard-line Protestant opposition and was re-elected first minister of the Northern Ireland Assembly , which shares power between Catholics and Protestants .",Re-elected,Trimble,Ulster,PER,MISC,266-1,266-2, Re-elected in ,5,"[0, 3, 4, 9, 6, 5]"
267,"LEAD : Deborah Leigh Spring , a daughter of Mr. and Mrs. Bernard Polmer Spring of Boston , was married yesterday to David Charles Cushing , a son of Mr. and Mrs. Thomas William Cushing of Far Hills , N.J.",no_relation,Deborah Leigh Spring,Mrs. Bernard Polmer,PER,PER,267-1,267-2," , a daughter of Mr. and ",4,"[4, 7, 8, 14, 13]"
269,"Persistent reports that ethnic Albanians were abusing Serbs in Kosovo gave the intiative powerful popular appeal among Mr. Milosevic 's constituents , who still think of Kosovo as a place of Serbian legends and monuments .",abusing Serbs,Albanians,Kosovo,NONE,LOC,269-1,269-2, were abusing Serbs in ,3,"[4, 6, 8, 9]"
270,"Nancy Laurel Maron , a daughter of Judith and David Maron of Englewood , N.J. , is to be married today to William Edward Schaeffer , the son of Dr. Michaela Kane Schaeffer and Dr. Henry Schaeffer of Brooklyn .",no_relation,Englewood,N.J.,LOC,LOC,270-1,270-2," , ",1,"[12, 14]"
271,"Her time of 2 hours 27 minutes 37 seconds was more than 2 minutes ahead of Madina Biktagirova -LRB- 2:30:00 -RRB- of Belarus and Anne Marie Letko -LRB- 2:30:19 -RRB- of Glen Gardner , N.J.",no_relation,Anne Marie Letko,Glen Gardner,PER,PER,271-1,271-2, -LRB- 2:30:19 -RRB- of ,5,"[26, 22, 21, 19, 30, 32]"
272,"Chicago Will Be Boeing 's New Home After weeks of negotiations since it said it was leaving Seattle , Boeing chose Chicago over Dallas and Denver as its new home .",chose,Boeing,Chicago,ORG,LOC,272-1,272-2,,3,"[3, 6, 2, 0]"
273,"President Milosovic has called on the Bosnian Serb leader to step aside , but his will and ability to oust Dr. Karadzic are uncertain .",no_relation,Milosovic,Bosnian Serb,PER,LOC,273-1,273-2, has called on the ,4,"[1, 3, 4, 8, 7]"
274,"Unlike CBS 's loving caress of the Masters each April , coverage of Olympic golf would almost surely be taped , cut and pieced together in a series of highlights .",no_relation,Masters,Olympic,MISC,MISC,274-1,274-2," each April , coverage of ",8,"[7, 5, 4, 0, 19, 11, 12, 14, 13]"
275,"Mrs. Clinton , who won the Senate race in New York in 2000 , received $ 91,000 from the Kushner family and partnerships , while Mr. Gore received $ 66,000 for his presidential campaign that year .",no_relation,Kushner,Mr. Gore,PER,PER,275-1,275-2," family and partnerships , while ",5,"[19, 20, 17, 14, 27, 26]"
276,"Ruth Herzberg , the branch manager , boasted about the skills Claudia was learning , taking no note of her poor posture .",no_relation,Ruth Herzberg,Claudia,PER,PER,276-1,276-2," , the branch manager , boasted about the skills ",5,"[1, 7, 8, 10, 13, 11]"
277,"At the end of the summer , Mr. Fortier said , he received a letter from Mr. McVeigh , who was traveling to gun shows , in which '' Tim told me that him and Terry Nichols had decided to take some type of positive offensive action .",no_relation,Mr. Fortier,Mr. McVeigh,PER,PER,277-1,277-2," said , he received a letter from ",5,"[8, 9, 12, 14, 15, 17]"
278,"The premise : There is credible evidence that a 2,000-year-old tomb in the Talpiot neighborhood of Jerusalem once held the remains of Jesus of Nazareth and his family -- including his wife , Mary Magdalene , and son , Judah .",no_relation,Nazareth,Mary Magdalene,LOC,PER,278-1,278-2," and his family -- including his wife , ",7,"[26, 25, 24, 23, 22, 31, 33, 36]"
279,"Yesterday , John J. Murphy , of Cherry Hill , N.J. , a lawyer for 13 of the former detainees , said the settlement avoided a long and costly trial .",said said,John J. Murphy,N.J.,PER,LOC,279-1,279-2," , of Cherry Hill , ",3,"[4, 6, 8, 10]"
280,"His father , Joseph Sr. , was at first certain that Private Anzack did not have a tattoo .",no_relation,Joseph Sr.,Anzack,PER,PER,280-1,280-2," , was at first certain that Private ",6,"[5, 1, 7, 8, 10, 16, 13]"
281,"Because of the lawsuit , which was brought by a consortium of insurance companies and trade associations , the regulation against HIV testing never actually took effect in New York , which has the country 's largest population of AIDS patients .",no_relation,New York,AIDS,LOC,MISC,281-1,281-2," , which has the country 's largest population of ",5,"[29, 32, 37, 38, 40, 39]"
282,"Mr. Robbins built hundreds of units in Poughkeepsie , N.Y. , and on Governors Island in New York Harbor .",no_relation,Poughkeepsie,N.Y.,LOC,LOC,282-1,282-2," , ",1,"[7, 9]"
284,"Autobytel has 3,000 dealers that pay monthly to have Autobytel customers shop on line with them .",no_relation,Autobytel,Autobytel,ORG,ORG,284-1,284-2,,0,[0]
285,Acquired RHP Chad Blackwell from Kansas City and RHP Clayton Hamilton from San Diego to complete earlier trades .,Acquired,RHP Chad Blackwell,San Diego,PER,MISC,285-1,285-2, from Kansas City and RHP Clayton Hamilton from ,2,"[3, 11, 13]"
286,Reassigned RHP Rick White and RHP Doug Nickle to minor league camp .,no_relation,RHP Rick White,Doug Nickle,PER,PER,286-1,286-2, and RHP ,1,"[3, 7]"
287,"Despite Mr. Huston 's hospitalization , his presence filled the 1743 Colony House , where the movie 's penultimate scene was filmed yesterday .",no_relation,Mr. Huston,Colony House,PER,LOC,287-1,287-2," 's hospitalization , his presence filled the 1743 ",4,"[2, 4, 0, 8, 12]"
288,"For Hopewell to get the total purchase price from Southern , Consolidated Electric must be able to complete a $ 1.8 billion construction project for two plants in Indonesia .",no_relation,Hopewell,Consolidated Electric,ORG,ORG,288-1,288-2," to get the total purchase price from Southern , ",3,"[1, 3, 14, 12]"
289,"Ilona , of Ilona Skincare Institute on Park Avenue , says males make up about 30 percent of her New York clientele .",no_relation,Ilona,Ilona Skincare Institute,MISC,ORG,289-1,289-2," , of ",2,"[0, 2, 5]"
290,"But because of their position against the Mulroney legislation , New Democrat officials here have been urging Mr. Rae to try to seek other solutions .",no_relation,Mulroney,New Democrat,PER,ORG,290-1,290-2," legislation , ",7,"[7, 8, 5, 4, 1, 16, 12, 11]"
292,"This means that the United States will play tit for tat with countries - notably Japan , Korea , Taiwan and the big traders of Europe - that have grown and prospered through largely unfettered access to the American market while blocking access to much of theirs .",no_relation,Taiwan,Europe,LOC,LOC,292-1,292-2, and the big traders of ,3,"[19, 23, 24, 25]"
293,"Dr. Barker is survived by two daughters , Barbara B. Friede , of Piedmont , Calif. , and Elizabeth F. Mark , of Lexington , Mass. ; a son , Robert H. , of Camino , Calif. ; and four grandchildren .",no_relation,Elizabeth F. Mark,Lexington,PER,LOC,293-1,293-2," , of ",2,"[20, 22, 23]"
295,"'' My dad has been a cop 35 years and he 's never heard of such a thing , '' said Dr. Putman , whose father is a New York State Trooper .",no_relation,Dr. Putman,New York,PER,LOC,295-1,295-2," , whose father is a ",3,"[22, 26, 31, 29]"
296,"At some point in 1998 , Dr. Korniss discussed his frustration with Zoltan Toroczkai , who had been a classmate at Virginia Polytechnic Institute .",discussed frustration,Dr. Korniss,Zoltan Toroczkai,PER,PER,296-1,296-2, discussed his frustration with ,4,"[7, 8, 10, 11, 13]"
297,"In a state of hyperactive bliss , I went home and looked up Charles Dickens 's equally hyperactive and astonished description of the great 19th-century black tap dancer William Henry Lane , known as Master Juba .",known,William Henry Lane,Master Juba,PER,MISC,297-1,297-2," , known as ",3,"[32, 34, 35, 37]"
298,"Willi Wapenhans , the World Bank 's vice president for Europe , the Middle East and North Africa , said that a quarter of the money pledged would be in the form of grants .",vice president,Willi Wapenhans,Europe,PER,LOC,298-1,298-2," , the World Bank 's vice president for ",3,"[1, 8, 9, 10]"
299,"-LRB- AP -RRB- Teen-agers Win : Stephanie Rehe and Melissa Gurney , 17-year-old Californians , got off to winning starts yesterday in the first round of the $ 150,000 Virginia Slims of California tournament in San Francisco .",got got,Stephanie Rehe,Melissa Gurney,PER,PER,299-1,299-2, and ,1,"[9, 12]"
